Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;14946;"Group Processes and Intergroup Relations";journal;"14617188, 13684302";"SAGE Publications Ltd";No;No;2,225;Q1;102;91;260;6339;1277;254;5,29;69,66;51,52;7;United Kingdom;Western Europe;"SAGE Publications Ltd";"1998-2026";"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Psychology; Social Sciences"
2;21100837352;"Social Media and Society";journal;"20563051";"SAGE Publications Ltd";Yes;No;2,156;Q1;96;193;447;12198;3100;447;5,74;63,20;52,53;38;United Kingdom;Western Europe;"SAGE Publications Ltd";"2015-2026";"Communication (Q1); Computer Science Applications (Q1); Cultural Studies (Q1)";"Computer Science; Social Sciences"
3;15670;"Journal of Peasant Studies";journal;"03066150, 17439361";"Routledge";No;No;2,092;Q1;120;116;198;10459;1403;188;6,09;90,16;45,77;31;United Kingdom;Western Europe;"Routledge";"1973-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)";"Arts and Humanities; Social Sciences"
4;21101062805;"Quantitative Science Studies";journal;"26413337";"MIT Press";Yes;No;1,850;Q1;38;52;224;2701;1449;208;4,17;51,94;28,33;13;United States;Northern America;"MIT Press";"2020-2025";"Analysis (Q1); Cultural Studies (Q1); Library and Information Sciences (Q1); Numerical Analysis (Q1)";"Mathematics; Social Sciences"
5;25678;"Journal of Research on Adolescence";journal;"10508392, 15327795";"Wiley-Blackwell Publishing Ltd";No;No;1,729;Q1;127;98;292;6457;1254;284;4,68;65,89;64,41;8;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993, 1996-2026";"Behavioral Neuroscience (Q1); Cultural Studies (Q1); Developmental and Educational Psychology (Q1); Social Sciences (miscellaneous) (Q1)";"Neuroscience; Psychology; Social Sciences"
6;21100788289;"Mobile Media and Communication";journal;"20501579, 20501587";"SAGE Publications Ltd";No;No;1,684;-;51;47;76;1566;483;75;6,24;33,32;40,38;1;United States;Northern America;"SAGE Publications Ltd";"2013-2026";"Communication (Q1); Computer Networks and Communications (Q1); Media Technology (Q1)";"Computer Science; Engineering; Social Sciences"
7;5700161511;"Social Movement Studies";journal;"14742837, 14742829";"Routledge";No;No;1,421;Q1;57;44;132;2694;573;130;4,18;61,23;39,13;10;United Kingdom;Western Europe;"Routledge";"2010-2026";"Cultural Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
8;16047;"Race Ethnicity and Education";journal;"1470109X, 13613324";"Routledge";No;No;1,286;Q1;81;51;148;3089;544;145;3,26;60,57;67,89;11;United Kingdom;Western Europe;"Routledge";"1998-2026";"Cultural Studies (Q1); Demography (Q1); Education (Q1)";"Social Sciences"
9;5600155256;"Television and New Media";journal;"15528316, 15274764";"SAGE Publications Inc.";No;No;1,230;Q1;57;55;164;2763;594;163;3,32;50,24;50,00;2;United States;Northern America;"SAGE Publications Inc.";"2000-2026";"Cultural Studies (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities; Social Sciences"
10;20720;"Ethnicity and Health";journal;"14653419, 13557858";"Routledge";No;No;1,210;Q1;75;70;273;3392;885;273;3,32;48,46;66,77;9;United Kingdom;Western Europe;"Routledge";"1996-2026";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Public Health, Environmental and Occupational Health (Q1)";"Arts and Humanities; Medicine; Social Sciences"
11;21100774809;"Crime Science";journal;"21937680";"BioMed Central Ltd";Yes;No;1,179;Q1;40;19;66;813;402;66;3,85;42,79;23,53;2;United Kingdom;Western Europe;"BioMed Central Ltd";"2013-2026";"Cultural Studies (Q1); Law (Q1); Safety Research (Q1); Urban Studies (Q1)";"Social Sciences"
12;5700164380;"Comunicar (discontinued)";journal;"19883293, 11343478";"Grupo Comunicar Ediciones";Yes;Yes;1,147;Q1;65;41;121;1955;682;121;5,64;47,68;53,49;0;Spain;Western Europe;"Grupo Comunicar Ediciones";"2008-2023";"Communication (Q1); Cultural Studies (Q1); Education (Q1)";"Social Sciences"
13;25967;"Social and Cultural Geography";journal;"14701197, 14649365";"Routledge";No;No;1,077;Q1;99;106;201;6388;667;190;3,36;60,26;70,18;13;United Kingdom;Western Europe;"Routledge";"2000-2026";"Cultural Studies (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
14;5600153491;"Journal of Multilingual and Multicultural Development";journal;"01434632";"Routledge";No;No;1,037;Q1;76;59;213;3136;629;201;2,72;53,15;53,66;0;United Kingdom;Western Europe;"Routledge";"1980-2026";"Cultural Studies (Q1); Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
15;24733;"American Behavioral Scientist";journal;"15523381, 00027642";"SAGE Publications Inc.";No;No;1,012;Q1;149;112;344;4832;1268;329;3,55;43,14;48,79;7;United States;Northern America;"SAGE Publications Inc.";"1957-2026";"Cultural Studies (Q1); Education (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
16;11600153433;"Games and Culture";journal;"15554139, 15554120";"SAGE Publications Inc.";No;No;0,997;Q1;70;53;159;2369;616;158;3,52;44,70;31,82;2;United States;Northern America;"SAGE Publications Inc.";"2006-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Applied Psychology (Q2); Human-Computer Interaction (Q2)";"Arts and Humanities; Computer Science; Psychology; Social Sciences"
17;15453;"Journal of Cross-Cultural Psychology";journal;"00220221, 15525422";"SAGE Publications Inc.";No;No;0,992;Q1;143;47;149;2991;406;146;2,55;63,64;61,32;3;United States;Northern America;"SAGE Publications Inc.";"1970-2026";"Anthropology (Q1); Cultural Studies (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
18;300147008;"European Journal of Cultural Studies";journal;"13675494, 14603551";"SAGE Publications Ltd";No;No;0,986;Q1;68;54;247;2628;736;242;2,56;48,67;67,47;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1998-2026";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Education (Q1)";"Arts and Humanities; Social Sciences"
19;6200180164;"Profesional de la Informacion (discontinued)";journal;"16992407, 13866710";"El Profesional de la Informacion";No;No;0,967;Q1;56;139;442;8951;1870;434;2,83;64,40;49,00;35;Spain;Western Europe;"El Profesional de la Informacion";"2006-2025";"Communication (Q1); Cultural Studies (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
20;5700167676;"Cultural Trends";journal;"14693690, 09548963";"Routledge";No;No;0,966;Q1;42;37;88;1645;240;70;2,52;44,46;47,06;5;United Kingdom;Western Europe;"Routledge";"1989-1995, 1998, 2004-2008, 2010-2026";"Communication (Q1); Cultural Studies (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities; Social Sciences"
21;19700168801;"Journal of Eurasian Studies";journal;"18793665, 18793673";"SAGE Publications Inc.";Yes;Yes;0,964;Q1;35;17;40;832;90;38;2,28;48,94;60,87;2;United Kingdom;Western Europe;"SAGE Publications Inc.";"2010-2026";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
22;21101109914;"Virtual Economics";journal;"26574047";"";Yes;Yes;0,961;-;30;20;65;1164;249;65;4,93;58,20;44,44;0;United Kingdom;Western Europe;"";"2019-2025";"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
23;26124;"Ethnic and Racial Studies";journal;"01419870, 14664356";"Routledge";No;No;0,938;Q1;132;192;510;9220;1372;475;2,74;48,02;58,52;19;United Kingdom;Western Europe;"Routledge";"1978-2026";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
24;25642;"Perspectives: Studies in Translation Theory and Practice";journal;"0907676X, 17476623";"Routledge";No;No;0,929;Q1;45;71;180;3157;360;168;1,88;44,46;57,78;0;United Kingdom;Western Europe;"Routledge";"1996-2026";"Cultural Studies (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
25;14234;"Cultural Studies";journal;"14664348, 09502386";"Taylor and Francis Ltd.";No;No;0,927;Q1;70;47;156;2335;335;149;1,91;49,68;44,83;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-1996, 1998-2001, 2003-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
26;29502;"Race and Class";journal;"03063968, 17413125";"SAGE Publications Ltd";No;No;0,927;Q1;58;25;76;1641;195;58;2,43;65,64;44,83;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1959, 1962-2026";"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
