Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1;17645;"Computers and Education";journal;"03601315";"Elsevier Ltd";No;No;3,682;Q1;267;185;608;14309;9439;606;14,66;77,35;47,58;31;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Computer Science (miscellaneous) (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
2;16965;"Internet and Higher Education";journal;"18735525, 10967516";"Elsevier Ltd";No;No;3,327;Q1;131;25;72;1811;850;72;11,18;72,44;43,08;1;United Kingdom;Western Europe;"Elsevier Ltd";"1998-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
3;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;2,321;Q1;157;93;210;7995;2657;204;9,89;85,97;37,45;40;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"E-learning (Q1); Law (Q1); Library and Information Sciences (Q1); Sociology and Political Science (Q1)";"Social Sciences"
4;23988;"British Journal of Educational Technology";journal;"00071013, 14678535";"Wiley-Blackwell Publishing Ltd";No;No;2,116;Q1;143;103;498;6404;4090;471;7,71;62,17;44,25;19;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2026";"Education (Q1); E-learning (Q1)";"Social Sciences"
5;21100466714;"International Journal of Educational Technology in Higher Education";journal;"23659440";"Springer Netherlands";Yes;Yes;2,051;Q1;97;62;167;3689;1873;163;9,88;59,50;49,22;15;Netherlands;Western Europe;"Springer Netherlands";"2016-2026";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
6;200147108;"Distance Education";journal;"14750198, 01587919";"Routledge";No;No;1,878;Q1;79;36;105;1793;800;94;7,56;49,81;58,23;3;United Kingdom;Western Europe;"Routledge";"1980-2026";"Education (Q1); E-learning (Q1)";"Social Sciences"
7;26183;"Journal of Computer Assisted Learning";journal;"13652729, 02664909";"Wiley-Blackwell Publishing Ltd";No;No;1,629;Q1;129;117;256;8401;1652;255;6,02;71,80;48,84;13;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2026";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
8;144955;"Education and Information Technologies";journal;"15737608, 13602357";"Springer";No;No;1,249;Q1;121;522;819;31565;5795;787;7,11;60,47;46,06;49;United States;Northern America;"Springer";"1996-2002, 2005-2026";"Education (Q1); E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
9;14789;"Information Technology for Development";journal;"15540170, 02681102";"Taylor and Francis Ltd.";No;No;1,196;Q1;63;41;111;3303;693;100;6,13;80,56;33,33;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-1990, 1995-1996, 1998-2000, 2003, 2008-2025";"Computer Science Applications (Q1); Development (Q1); E-learning (Q1); Public Administration (Q1)";"Computer Science; Social Sciences"
10;13460;"Learning Environments Research";journal;"15731855, 13871579";"Springer Netherlands";No;No;1,187;Q1;56;48;77;2671;347;76;4,27;55,65;50,00;3;Netherlands;Western Europe;"Springer Netherlands";"2000-2001, 2003-2026";"Communication (Q1); Developmental and Educational Psychology (Q1); Education (Q1); E-learning (Q1)";"Psychology; Social Sciences"
11;21100385802;"Interactive Technology and Smart Education";journal;"17415659, 17588510";"Emerald Publishing";No;No;1,184;Q1;44;30;83;1751;560;81;7,43;58,37;38,46;0;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Computer Science (miscellaneous) (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
12;145681;"Interactive Learning Environments";journal;"10494820, 17445191";"Routledge";No;No;1,170;Q1;93;133;269;6301;1611;246;5,86;47,38;42,99;6;United Kingdom;Western Europe;"Routledge";"1990, 1992-1994, 2004-2026";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
13;19700167026;"IEEE Transactions on Learning Technologies";journal;"19391382";"Institute of Electrical and Electronics Engineers Inc.";No;No;1,140;Q1;74;66;169;3707;933;166;4,40;56,17;38,75;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2008-2026";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1); Engineering (miscellaneous) (Q1)";"Computer Science; Engineering; Social Sciences"
14;19600156811;"International Journal of Artificial Intelligence in Education";journal;"15604292, 15604306";"Springer US";No;No;1,110;Q1;77;39;76;2958;437;72;5,02;75,85;43,28;9;United States;Northern America;"Springer US";"2000, 2003-2025";"Computational Theory and Mathematics (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
15;11600154702;"Australasian Journal of Educational Technology";journal;"14493098, 14495554";"Australasian Society for Computers in Learning in Tertiary Education (ASCILITE)";Yes;Yes;1,104;Q1;82;78;206;4153;1002;189;4,45;53,24;51,46;4;Australia;Pacific Region;"Australasian Society for Computers in Learning in Tertiary Education (ASCILITE)";"2008-2025";"Education (Q1); E-learning (Q1)";"Social Sciences"
16;18405;"Educational Technology and Society";journal;"11763647, 14364522";"International Forum of Educational Technology and Society,National Taiwan Normal University";Yes;Yes;1,049;Q1;125;44;128;2081;595;126;4,66;47,30;46,72;0;Taiwan;Asiatic Region;"International Forum of Educational Technology and Society,National Taiwan Normal University";"1998-2026";"Education (Q1); E-learning (Q1); Engineering (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Engineering; Social Sciences"
17;12695;"International Review of Education";journal;"15730638, 00208566";"Springer Netherlands";No;No;0,859;Q1;56;41;121;2397;443;106;3,32;58,46;48,65;7;Netherlands;Western Europe;"Springer Netherlands";"1955-2026";"Education (Q1); E-learning (Q1)";"Social Sciences"
18;19400158815;"Communications in Information Literacy";journal;"19335954";"Communications in Information Literacy";Yes;Yes;0,807;Q2;26;11;47;319;82;43;1,79;29,00;90,91;0;United States;Northern America;"Communications in Information Literacy";"2009-2025";"Education (Q1); Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
19;17781;"International Review of Research in Open and Distributed Learning";journal;"14923831";"Athabasca University";Yes;Yes;0,787;Q2;104;51;191;2079;661;180;3,23;40,76;48,95;3;Canada;Northern America;"Athabasca University";"2000-2026";"Education (Q1); E-learning (Q2)";"Social Sciences"
20;145056;"International Journal of Distance Education Technologies";journal;"15393119, 15393100";"IGI Global";No;No;0,737;Q2;27;5;59;210;249;59;4,49;42,00;18,75;0;United States;Northern America;"IGI Global";"2003-2026";"Education (Q1); Computer Networks and Communications (Q2); Computer Science Applications (Q2); E-learning (Q2)";"Computer Science; Social Sciences"
21;200147133;"International Journal of Lifelong Education";journal;"1464519X, 02601370";"Routledge";No;No;0,736;Q2;61;42;132;2592;261;119;1,76;61,71;43,68;5;United Kingdom;Western Europe;"Routledge";"1982-2026";"Education (Q1); E-learning (Q2); Life-span and Life-course Studies (Q2)";"Social Sciences"
22;4700152829;"Journal of Library and Information Services in Distance Learning";journal;"15332918, 1533290X";"Routledge";No;No;0,720;Q2;19;26;67;623;80;57;1,05;23,96;61,36;0;United States;Northern America;"Routledge";"2004-2007, 2009-2025";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
23;19700187624;"Open Learning";journal;"02680513, 14699958";"Routledge";No;No;0,686;Q2;48;25;57;1111;185;48;3,84;44,44;67,44;1;United Kingdom;Western Europe;"Routledge";"1970, 1986-2026";"Education (Q2); E-learning (Q2)";"Social Sciences"
24;21100215165;"Knowledge Management and E-Learning";journal;"20737904";"Hong Kong Bao Long Accounting And Secretarial Limited";Yes;Yes;0,683;Q2;37;27;77;1899;253;77;3,24;70,33;35,06;0;Hong Kong;Asiatic Region;"Hong Kong Bao Long Accounting And Secretarial Limited";"2009-2025";"Education (Q2); E-learning (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
25;21100220372;"International Journal of Mobile Learning and Organisation";journal;"17467268, 1746725X";"Inderscience";No;No;0,647;Q2;33;25;74;1286;206;68;2,17;51,44;44,44;0;Switzerland;Western Europe;"Inderscience";"2007-2026";"Computer Science Applications (Q2); Education (Q2); E-learning (Q2)";"Computer Science; Social Sciences"
26;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;0,592;Q2;30;21;69;903;89;61;1,22;43,00;50,00;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
